Bin	Id	#	markers	marker	Contamination	ambiguous	#
3300020575-bin.9	k__Bacteria	18.33	0.15	224506	58	61.9	272
3300021108-bin.1	f__Flavobacteriaceae	96.15	2.17	2974610	323	36.1	2785
3300021108-bin.10	k__Archaea	5.07	0.22	371564	60	51.9	434
3300021108-bin.11	k__Bacteria	26.21	0.00	488065	112	44.9	595
3300021108-bin.12	o__Actinomycetales	40.44	1.32	663438	154	47.7	773
3300021108-bin.13	k__Bacteria	62.07	1.72	1204282	191	45.5	1310
3300021108-bin.14	o__Actinomycetales	36.69	0.00	589807	123	45.9	697
3300021108-bin.15	k__Bacteria	15.77	0.00	217105	61	48.8	278
3300021108-bin.16	root	0.00	0.00	305429	39	25.9	274
3300021108-bin.17	k__Archaea	1.73	0.00	344077	31	51.6	345
3300021108-bin.18	o__Burkholderiales	80.75	4.19	2167177	409	51.6	2417
3300021108-bin.19	k__Bacteria	90.60	1.28	1830884	135	51.3	1942
3300021108-bin.2	k__Archaea	3.18	0.07	826705	263	44.0	1584
3300021108-bin.20	k__Archaea	0.79	0.00	219642	48	32.1	230
3300021108-bin.21	o__Actinomycetales	50.77	0.81	696366	152	48.8	804
3300021108-bin.22	k__Archaea	2.73	0.00	278887	45	30.3	285
3300021108-bin.23	k__Bacteria	29.14	0.00	618492	135	45.7	718
3300021108-bin.24	k__Bacteria	43.97	0.00	861074	155	45.8	958
3300021108-bin.3	k__Bacteria	36.21	3.45	367555	91	39.8	437
3300021108-bin.4	o__Burkholderiales	10.44	0.00	271276	77	51.9	358
3300021108-bin.5	k__Archaea	1.33	0.22	235089	60	25.0	207
3300021108-bin.6	k__Bacteria	49.48	1.20	471416	113	30.6	569
3300021108-bin.7	k__Bacteria	18.97	0.00	344380	92	46.4	432
3300021108-bin.8	k__Bacteria	2.59	0.00	232386	52	45.5	258
3300021108-bin.9	c__Betaproteobacteria	27.07	0.00	250648	67	37.2	326
3300021140-bin.1	o__Actinomycetales	61.22	6.22	1011525	199	44.0	1144
3300021140-bin.10	k__Bacteria	34.48	0.00	352939	70	43.9	405
3300021140-bin.11	o__Actinomycetales	75.47	2.37	990551	106	39.9	1061
3300021140-bin.12	k__Bacteria	51.18	0.00	839184	167	46.1	938
3300021140-bin.13	o__Actinomycetales	61.84	1.22	899388	160	46.1	1025
3300021140-bin.14	k__Bacteria	64.01	0.58	1152156	235	51.0	1348
3300021140-bin.15	k__Bacteria	65.32	1.28	1586181	221	53.6	1729
3300021140-bin.16	k__Bacteria	60.36	1.20	557106	110	29.2	643
3300021140-bin.17	k__Bacteria	78.65	6.49	1675336	321	51.4	1836
3300021140-bin.18	p__Cyanobacteria	80.33	1.56	3424537	539	36.9	3485
3300021140-bin.19	o__Actinomycetales	56.34	4.39	1054687	185	46.4	1149
3300021140-bin.2	k__Bacteria	85.76	1.68	1811203	271	57.9	1851
3300021140-bin.20	k__Bacteria	85.90	2.14	1506259	209	51.8	1716
3300021140-bin.21	o__Actinomycetales	60.84	1.30	915291	154	46.7	1030
3300021140-bin.22	o__Burkholderiales	98.51	2.29	2658358	158	51.6	2673
3300021140-bin.23	root	8.33	0.00	398154	91	45.4	450
3300021140-bin.24	o__Actinomycetales	61.49	1.45	785556	167	48.0	926
3300021140-bin.25	o__Actinomycetales	63.86	0.00	950048	126	42.3	1051
3300021140-bin.26	c__Betaproteobacteria	86.25	2.67	1427379	230	49.5	1574
3300021140-bin.27	c__Betaproteobacteria	52.83	4.84	1220399	289	41.6	1400
3300021140-bin.28	k__Bacteria	32.24	0.00	1319262	241	37.9	1286
3300021140-bin.29	o__Actinomycetales	76.39	0.65	1100126	113	38.8	1188
3300021140-bin.3	k__Bacteria	11.53	0.00	420441	125	34.2	448
3300021140-bin.30	root	0.00	0.00	429450	71	33.5	544
3300021140-bin.31	p__Bacteroidetes	93.48	0.66	1894949	193	35.4	1785
3300021140-bin.32	k__Bacteria	53.45	0.00	931374	153	45.9	1027
3300021140-bin.33	o__Actinomycetales	81.83	1.31	1172618	80	45.2	1265
3300021140-bin.34	p__Bacteroidetes	87.64	2.46	1682713	226	36.3	1683
3300021140-bin.35	k__Bacteria	17.59	0.00	606851	144	37.2	609
3300021140-bin.36	o__Burkholderiales	67.10	1.98	1139148	258	46.1	1360
3300021140-bin.37	k__Bacteria	49.33	1.13	661515	141	62.1	761
3300021140-bin.38	k__Bacteria	20.89	0.00	350057	89	44.3	410
3300021140-bin.39	p__Cyanobacteria	44.41	0.23	1955548	523	42.3	2080
3300021140-bin.4	p__Bacteroidetes	32.94	0.00	934706	241	40.1	990
3300021140-bin.40	k__Bacteria	28.45	0.00	756999	188	46.2	832
3300021140-bin.41	root	12.50	0.00	680052	167	37.4	684
3300021140-bin.42	k__Bacteria	40.58	0.85	955520	214	53.0	1114
3300021140-bin.43	o__Actinomycetales	74.77	1.23	1081481	83	41.5	1133
3300021140-bin.44	o__Sphingomonadales	28.66	0.00	693547	176	55.0	829
3300021140-bin.45	k__Bacteria	27.59	0.00	664351	148	45.3	769
3300021140-bin.46	k__Bacteria	34.86	0.44	520429	132	49.2	629
3300021140-bin.47	k__Bacteria	15.53	0.55	298427	85	43.3	315
3300021140-bin.48	f__Flavobacteriaceae	18.79	0.12	564721	166	37.4	628
3300021140-bin.49	c__Gammaproteobacteria	79.37	4.51	2324339	431	40.1	2500
3300021140-bin.5	root	0.00	0.00	203713	8	34.0	248
3300021140-bin.50	k__Bacteria	19.83	0.00	499447	143	35.5	532
3300021140-bin.51	k__Bacteria	55.94	0.00	588893	120	29.3	706
3300021140-bin.52	p__Bacteroidetes	23.17	0.00	564365	155	38.3	621
3300021140-bin.53	root	0.00	0.00	278700	20	31.7	363
3300021140-bin.54	o__Actinomycetales	53.29	0.00	724238	115	39.9	794
3300021140-bin.55	k__Bacteria	29.31	0.00	379800	96	51.2	445
3300021140-bin.56	k__Bacteria	57.31	1.28	645268	124	30.8	793
3300021140-bin.57	o__Actinomycetales	84.88	1.59	1350024	142	43.7	1397
3300021140-bin.58	c__Betaproteobacteria	74.43	0.43	845277	83	37.1	959
3300021140-bin.6	root	0.00	0.00	266966	66	45.2	295
3300021140-bin.7	p__Bacteroidetes	93.44	3.05	2332660	237	35.7	2111
3300021140-bin.8	o__Actinomycetales	71.12	0.96	1025940	86	40.7	1084
3300021140-bin.9	k__Bacteria	90.36	3.42	1607639	212	54.1	1780
3300021141-bin.1	o__Actinomycetales	65.49	1.05	863448	99	40.1	942
3300021141-bin.10	o__Actinomycetales	70.70	1.18	914229	126	40.1	1017
3300021141-bin.11	root	0.00	0.00	550247	19	38.2	772
3300021141-bin.12	k__Bacteria	42.77	0.27	855996	194	44.2	867
3300021141-bin.13	k__Bacteria	30.35	0.00	237248	56	29.2	273
3300021141-bin.14	k__Bacteria	8.62	0.00	283882	45	37.8	313
3300021141-bin.15	k__Bacteria	26.51	0.00	1519122	401	54.5	1466
3300021141-bin.16	f__Flavobacteriaceae	18.80	0.00	543632	155	33.9	548
3300021141-bin.17	k__Bacteria	78.22	2.54	3723396	692	55.8	3718
3300021141-bin.18	k__Bacteria	20.11	0.00	506993	124	45.9	581
3300021141-bin.19	o__Burkholderiales	30.36	1.07	650811	152	48.9	797
3300021141-bin.2	root	0.00	0.00	270890	68	30.5	404
3300021141-bin.20	o__Actinomycetales	71.90	0.53	1048942	102	41.5	1121
3300021141-bin.21	k__Bacteria	14.14	0.00	928387	256	41.2	1121
3300021141-bin.22	o__Actinomycetales	69.65	0.00	924771	101	40.6	990
3300021141-bin.23	k__Bacteria	1.72	0.00	316393	80	45.3	327
3300021141-bin.24	o__Actinomycetales	75.62	7.02	1339146	205	47.6	1465
3300021141-bin.25	p__Bacteroidetes	27.78	0.99	609362	158	36.5	652
3300021141-bin.26	k__Archaea	3.74	0.00	535183	158	28.7	614
3300021141-bin.27	root	0.00	0.00	345318	61	50.2	281
3300021141-bin.28	k__Bacteria	15.95	0.00	393341	106	50.6	460
3300021141-bin.29	f__Flavobacteriaceae	88.79	1.73	2415565	363	33.8	2440
3300021141-bin.3	o__Actinomycetales	72.40	2.12	1105159	167	54.9	1227
3300021141-bin.30	p__Cyanobacteria	94.57	0.22	3750303	365	37.3	3517
3300021141-bin.31	k__Bacteria	95.27	1.52	2362625	198	65.4	2089
3300021141-bin.32	root	0.00	0.00	320886	15	40.6	362
3300021141-bin.33	k__Bacteria	85.47	4.70	1399037	239	51.7	1629
3300021141-bin.34	o__Actinomycetales	60.28	7.63	1020259	242	47.7	1174
3300021141-bin.35	o__Actinomycetales	80.27	0.00	1078250	95	44.4	1145
3300021141-bin.36	root	0.00	0.00	244062	48	32.8	357
3300021141-bin.37	root	0.00	0.00	603389	8	29.7	799
3300021141-bin.38	root	0.00	0.00	423340	39	38.1	536
3300021141-bin.39	k__Bacteria	47.53	0.00	894121	143	45.9	958
3300021141-bin.4	k__Bacteria	24.14	0.00	562292	151	56.6	645
3300021141-bin.40	root	0.00	0.00	371394	42	43.7	472
3300021141-bin.41	k__Bacteria	68.69	1.61	1539469	324	41.9	1605
3300021141-bin.42	p__Bacteroidetes	70.41	1.97	2448256	473	46.5	2604
3300021141-bin.43	k__Bacteria	46.10	1.72	688257	160	38.3	825
3300021141-bin.44	o__Actinomycetales	72.84	0.54	1045069	124	38.6	1128
3300021141-bin.45	root	0.00	0.00	544229	73	32.8	604
3300021141-bin.46	k__Bacteria	70.37	0.93	895632	151	62.5	987
3300021141-bin.47	k__Archaea	2.76	0.22	438585	54	42.7	466
3300021141-bin.48	p__Bacteroidetes	65.18	0.50	2230561	491	37.3	2182
3300021141-bin.49	k__Bacteria	19.98	0.00	549956	154	35.6	566
3300021141-bin.5	root	0.00	0.00	255449	44	36.1	359
3300021141-bin.50	k__Bacteria	36.04	0.08	727015	177	53.0	870
3300021141-bin.51	o__Burkholderiales	68.20	1.86	1897330	341	51.8	2120
3300021141-bin.52	k__Bacteria	97.51	0.00	5723746	520	52.0	4576
3300021141-bin.53	k__Bacteria	0.00	0.00	283377	9	45.3	388
3300021141-bin.54	o__Cytophagales	94.12	0.30	2721258	138	38.0	2415
3300021141-bin.55	o__Actinomycetales	63.72	2.81	934644	142	42.3	1050
3300021141-bin.56	k__Bacteria	20.02	0.00	322489	91	43.1	385
3300021141-bin.57	k__Bacteria	25.99	0.00	313925	76	28.8	383
3300021141-bin.58	k__Bacteria	14.66	0.00	650485	183	54.4	750
3300021141-bin.59	c__Betaproteobacteria	72.97	1.42	839813	122	37.0	982
3300021141-bin.6	k__Bacteria	32.76	0.00	768525	148	46.3	842
3300021141-bin.60	k__Bacteria	8.79	0.00	309233	88	59.8	332
3300021141-bin.61	k__Bacteria	13.79	0.00	239639	66	45.1	280
3300021141-bin.62	p__Bacteroidetes	13.58	0.00	332758	91	37.6	359
3300021141-bin.63	k__Bacteria	27.59	0.00	772047	150	45.8	830
3300021141-bin.64	k__Bacteria	9.72	0.00	257634	75	35.5	273
3300021141-bin.65	root	0.00	0.00	251216	41	36.4	375
3300021141-bin.7	k__Bacteria	0.00	0.00	297101	31	36.2	363
3300021141-bin.8	o__Actinomycetales	68.71	2.02	790222	138	50.1	907
3300021141-bin.9	k__Bacteria	70.09	1.09	1447797	254	51.3	1610
